Number,Name,Gender,Birth,Breed,ZipCode,IssuedDate,ExpiredDate
225941,LOVELY,M,2012,Jack Russell Terrier,11236,5/10/2017,5/10/2018
258289,GHANIMA,F,2016,Australian Shepherd,11211,2/19/2018,8/24/2018
117813,SHERLOCK,M,2016,German Shepherd Crossbreed,11221,6/5/2016,6/5/2017
60053,IZZY,F,2016,Beagle Crossbreed,10010,6/6/2016,6/6/2017
184229,ELSA,F,2017,Maltese Crossbreed,10310,9/4/2017,9/4/2018
221158,RAGER,F,2012,Maltese,10128,3/19/2017,3/19/2018
229633,DOUGLAS,M,2017,Shih Tzu,10032,6/16/2017,6/16/2018
1814,CLARITA,F,2014,Maltese,10456,1/9/2015,1/9/2016
261602,COCO,F,2011,Labrador Retriever,10314,3/7/2018,2/6/2019
84599,XXAVIER,M,2015,"Mastiff, Neapolitan",11433,9/29/2016,9/29/2017
174513,LALO,M,2017,Labrador Retriever,11214,7/22/2017,7/22/2018
38977,BOLO,M,2013,"Bull Dog, English",10465,2/20/2016,1/12/2017
21465,PEANUT,F,2009,Dachshund Smooth Coat,10473,8/29/2015,5/7/2016
177963,ELOISE,F,2016,Poodle Crossbreed,10305,8/5/2017,8/5/2018
217469,BENJAMIN,M,2013,Cavalier King Charles Spaniel,11229,1/31/2017,2/18/2019
26232,MIMI,F,2009,"Dachshund, Wirehaired",11373,11/1/2015,11/8/2017
264636,TUFFY,M,2011,Yorkshire Terrier,11231,3/23/2018,3/23/2021
199704,ENZO,M,2016,American Pit Bull Mix / Pit Bull Mix,11420,11/17/2017,11/17/2020
37346,OLIVE,F,2014,Rat Terrier,10039,2/10/2016,4/2/2017
145540,DENALI,M,2006,Siberian Husky,11385,2/24/2017,5/9/2018
27020,TILLER,F,2015,Australian Shepherd,11216,11/11/2015,11/11/2016
177485,BAMBI,F,2005,Chihuahua,10465,8/3/2017,7/2/2018
78789,ANGEL,M,2009,Unknown,10011,9/1/2016,9/27/2017
304924,CANAAN,M,2011,Unknown,11215,11/30/2018,12/7/2019
164171,MOCHI,F,2016,Chihuahua,11229,6/4/2017,6/4/2018
34455,ISIS,F,2011,Staffordshire Bull Terrier,11221,1/24/2016,1/24/2017
81286,BUBBA,M,2006,Brussels Griffon,10308,9/14/2016,10/31/2017
283207,PONCHO,M,2005,Labrador Retriever Crossbreed,11205,7/11/2018,5/30/2019
127076,CHARLIE,M,2005,Beagle,10306,9/8/2016,7/29/2017
230736,URSULA,F,2014,"Bull Dog, English",10022,6/28/2017,6/28/2018
90725,ROCKY,M,2015,Unknown,11209,11/1/2016,11/1/2017
222656,MAX,M,2017,German Shepherd Crossbreed,11358,4/4/2017,4/4/2018
169893,MISSY,F,2005,Unknown,11206,6/30/2017,4/26/2018
290912,YUKI,M,2017,Beagle,11101,8/27/2018,8/19/2019
150852,ANGEL,F,2013,Chihuahua,10003,3/26/2017,4/23/2018
281070,HAZEL,F,2009,Unknown,11361,6/27/2018,8/5/2019
140976,JACOB,M,2009,Shih Tzu Crossbreed,11426,1/25/2017,1/25/2019
72197,BRUTUS,M,2014,Pug,11220,7/31/2016,7/31/2017
83254,MYA,F,2010,Yorkshire Terrier,11207,9/21/2016,10/6/2017
37020,TOES,F,2011,Unknown,10025,2/9/2016,4/1/2017
136782,BLUE,M,2016,Labrador Retriever Crossbreed,11217,12/20/2016,12/20/2021
147593,LUCKY,M,2015,Pomeranian,10310,3/7/2017,3/7/2018
234684,EDGAR,M,2012,West Highland White Terrier,11105,8/2/2017,9/10/2018
126635,WAFFLES,F,2016,Poodle Crossbreed,10021,9/3/2016,9/3/2018
264133,ZOEY,F,2007,Unknown,10306,3/20/2018,4/22/2019
72758,SUNDANCE,M,2007,Golden Retriever,10465,8/3/2016,8/15/2017
83649,PEACHES,F,2007,Yorkshire Terrier,11412,9/23/2016,9/29/2017
258771,BUDDY,M,2005,Shih Tzu,11214,2/21/2018,4/17/2019
199950,HUMBOLDT,M,2006,Yorkshire Terrier,10027,11/19/2017,11/20/2018
37979,RUEBEN,M,2015,Siberian Husky,11224,2/14/2016,2/14/2017
157294,BENJI,M,2013,Shih Tzu,11378,4/30/2017,4/30/2018
85922,GUINNESS,M,2011,American Pit Bull Terrier/Pit Bull,11421,10/5/2016,11/6/2017
153955,HOPE,F,2015,Pomeranian,10021,4/11/2017,3/30/2018
204752,DAISY,F,2016,American Pit Bull Terrier/Pit Bull,11213,12/18/2017,1/25/2019
77703,ROCKY,M,2006,Unknown,11426,8/25/2016,9/29/2017
192822,SNOW,M,2011,Chihuahua Crossbreed,11101,10/10/2017,9/24/2018
91492,JACKSON,M,2015,Miniature Schnauzer,11238,11/5/2016,11/6/2017
276925,BAM-BAM,M,2014,Miniature Pinscher,10011,6/2/2018,5/20/2019
96581,EVIE,F,2014,Chihuahua Crossbreed,10022,12/8/2016,12/12/2017
7328,CHECH,M,2014,American Pit Bull Terrier/Pit Bull,11545,3/26/2015,3/26/2016
279009,BAMBI,F,2014,Chihuahua,10458,6/13/2018,7/25/2020
291636,TASHA,F,2006,Labrador Retriever Crossbreed,11357,8/31/2018,9/30/2019
169378,SOPHIA,F,2010,Shih Tzu,10312,6/28/2017,7/27/2018
45242,MAX,M,2015,Cavalier King Charles Spaniel,10003,3/26/2016,3/26/2017
284528,SHE-RA,F,2016,French Bulldog,11355,7/19/2018,7/19/2020
90405,BIRDIE,F,2011,Cavalier King Charles Spaniel,10065,10/30/2016,10/30/2017
199703,HARPER,F,2017,Cavalier King Charles Spaniel,10036,11/17/2017,11/17/2018
22185,BRIGHTON,M,2010,Unknown,11201,9/8/2015,10/4/2016
12323,KALISKA,F,2013,American Pit Bull Terrier/Pit Bull,11378,5/17/2015,5/17/2016
205825,NALA,F,2017,Weimaraner,10035,12/27/2017,12/27/2018
20175,ROXY,F,2009,American Pit Bull Terrier/Pit Bull,11374,8/14/2015,6/26/2016
280875,HOLLY,F,2017,Terrier Crossbreed,10029,6/26/2018,6/26/2019
206453,MOLLY,F,2015,Wire Fox Terrier,10306,12/31/2017,1/2/2019
303373,ISA,F,2005,Maltese,11357,11/17/2018,12/18/2019
44802,SOPHIE,F,2005,Chihuahua,10029,3/23/2016,4/15/2017
244916,RILEY,M,2010,"Dachshund, Long Haired",10024,11/7/2017,10/21/2019
209941,MURPHY,M,2014,American Pit Bull Mix / Pit Bull Mix,10305,2/28/2016,12/6/2020
273904,STEVIE,F,2012,Unknown,10003,5/14/2018,7/8/2019
168513,TRIX,F,2017,Rat Terrier Crossbreed,10022,6/25/2017,6/25/2018
127613,SORA,F,2007,Maltese,11366,9/13/2016,8/27/2018
300586,TUTTY,M,2010,Pomeranian,11109,10/30/2018,10/6/2019
287731,BERTHA,F,2010,Unknown,10003,8/5/2018,8/20/2019
137601,WALLIS,F,2016,Golden Retriever,11215,12/29/2016,12/29/2017
260339,LINK,M,2012,Shih Tzu,11236,3/2/2018,2/10/2019
28410,PEACH,F,2007,Labrador Retriever Crossbreed,11230,11/30/2015,11/30/2016
253249,HENRI,M,2010,Havanese,11374,1/21/2018,12/15/2018
194471,COCO,F,2016,Cavalier King Charles Spaniel,10314,10/18/2017,10/18/2018
232114,HENRY,M,2017,Pembroke Welsh Corgi,11102,7/12/2017,7/12/2018
135453,ROSIE,F,2013,Unknown,10128,12/7/2016,6/4/2021
298993,COCO,M,2011,Chihuahua,10455,10/19/2018,10/19/2019
91454,GIANT,M,2016,American Pit Bull Terrier/Pit Bull,10025,11/5/2016,11/5/2017
290212,RONI,M,2013,Pomeranian,10009,8/22/2018,6/27/2019
292085,ISABELLA,F,2009,"Bull Dog, French",11375,9/4/2018,9/4/2019
152322,LORI,F,2008,Australian Shepherd,10309,4/1/2017,3/5/2018
65635,BLAZE,F,2010,Golden Retriever,10301,7/1/2016,8/19/2017
66276,LUNA,F,2015,Chihuahua Crossbreed,11415,7/5/2016,7/5/2021
118080,DEXTER,M,2015,Yorkshire Terrier,11215,6/8/2016,6/8/2017
32906,DUCHESS,F,2015,Pointer,10036,1/13/2016,8/15/2017
210116,BANDIT,M,2007,Collie Crossbreed,10013,3/15/2016,2/26/2021
36707,COREY,M,2015,Cavalier King Charles Spaniel,11231,2/6/2016,2/6/2018
300168,LINCOLN,M,2017,Poodle Crossbreed,11201,10/28/2018,10/28/2020
233882,ROMEO,M,2011,Papillon,10023,7/27/2017,4/3/2019
168641,TEDDY,M,2016,Maltese Crossbreed,11362,6/25/2017,6/25/2018
149043,BUDDIE,M,2012,Chihuahua,11105,3/14/2017,3/14/2018
63943,CHOPPER,M,2016,Pomeranian,10040,6/23/2016,6/23/2017
209293,OLIVER,M,2013,Shih Tzu,10128,12/18/2015,8/27/2020
99545,ROMEO,M,2010,Shih Tzu,10306,12/29/2016,1/21/2018
153682,JAKE,M,2005,Shih Tzu,10465,4/10/2017,4/28/2018
143755,CARTER,M,2009,Rhodesian Ridgeback,10307,2/13/2017,2/28/2018
307686,SPIKE,M,2015,Beagle,11214,12/19/2018,1/2/2020
153982,NAME,F,2017,Shih Tzu,11229,4/11/2017,4/11/2018
7744,SAIDA,F,2005,Shih Tzu,11221,3/30/2015,3/30/2016
236635,MOLLY,F,2014,Labrador Retriever,10003,8/17/2017,7/1/2019
227662,CASPIAN,F,2017,Unknown,10037,5/28/2017,5/28/2018
274588,MORGAN,M,2017,Miniature Schnauzer,11229,5/18/2018,5/18/2021
78180,SASHA,F,2013,"Bull Dog, English",11374,8/29/2016,8/29/2020
19444,CODY,M,2012,German Shepherd Dog,11435,8/6/2015,8/3/2017
166184,DASH,M,2006,Labrador Retriever,10473,6/13/2017,4/29/2018
165313,BLU,M,2014,Bichon Frise,11414,6/9/2017,7/31/2019
287719,MAX,M,2017,Collie Crossbreed,10038,8/5/2018,9/24/2023
105701,BETTY,F,2009,Pekingese,10022,1/7/2016,2/19/2019
177708,FLORA,F,2016,Cairn Terrier,10016,8/4/2017,8/4/2019
61599,KING,M,2005,Pomeranian,11412,6/13/2016,6/13/2017
301487,NICKY,M,2006,West High White Terrier,10019,11/5/2018,10/31/2019
81600,SCRAFY,M,2008,Unknown,11105,9/15/2016,11/9/2017
264381,LEILA,F,2015,Cocker Spaniel,11101,3/22/2018,3/22/2019
140001,DUKE,F,2008,Cocker Spaniel,10009,1/17/2017,2/23/2018
231687,LOLA,F,2015,Labrador Retriever,10128,7/7/2017,7/7/2022
119211,BOOM,M,2013,Unknown,10016,6/21/2016,10/16/2020
130842,CHIVE,M,2016,Labrador Retriever Crossbreed,10040,10/17/2016,10/17/2017
208875,CODA,F,2005,Siberian Husky,11102,10/13/2015,10/13/2018
83771,NAME,M,2016,Shih Tzu,11237,9/24/2016,9/24/2017
157663,BROOKLYN,F,2008,American Pit Bull Terrier/Pit Bull,11230,5/2/2017,5/4/2018
102688,KEIKI,M,2012,Tibetan Terrier,10036,6/23/2015,6/14/2018
272183,WINDSOR,M,2008,Unknown,11211,5/5/2018,3/16/2019
221057,SHADOW,M,2017,American Pit Bull Terrier/Pit Bull,11226,3/17/2017,3/17/2018
302221,KAI,M,2017,German Shepherd Crossbreed,11218,11/9/2018,11/9/2019
26734,UNKNOWN,F,2015,Goldendoodle,10010,11/7/2015,11/7/2016
104537,BUCKY,M,2013,Boston Terrier,11217,11/15/2015,11/15/2020
35958,COCO,F,2005,Unknown,10308,2/2/2016,3/11/2017
207317,BETTY,F,2008,Unknown,10004,3/25/2015,3/9/2020
223936,CALI,F,2017,Yorkshire Terrier Crossbreed,10462,4/19/2017,4/19/2018
172175,ROSIE,F,2017,Poodle Crossbreed,10025,7/12/2017,7/12/2018
125406,HARRY,M,2012,Shih Tzu Crossbreed,10009,8/20/2016,8/31/2017
267461,MILO,M,2017,Shih Tzu,11375,4/9/2018,5/13/2019
184162,LORENZO,M,2013,Poodle,11211,9/3/2017,10/2/2018
127699,JAYA,F,2016,Boxer Crossbreed,11211,9/14/2016,9/14/2017
137185,NAME NOT PROVIDED,M,2016,Pomeranian,11377,12/26/2016,12/26/2017
265617,SHADE,M,2016,Maltese,10462,3/30/2018,4/3/2019
161082,PIPIK,M,2017,Australian Cattle Dog,11217,5/20/2017,5/20/2018
259187,EMMA,F,2014,Bearded Collie,10003,2/24/2018,4/16/2019
202026,TRIXIE,F,2016,Havanese,11201,12/2/2017,10/1/2018
239119,KONG,F,2015,Maltese,11109,9/11/2017,10/19/2018
36882,PI,F,2011,Vizsla,10003,2/8/2016,3/12/2017
48886,MARTIN,M,2012,Yorkshire Terrier,11213,4/13/2016,5/3/2017
126550,LOUIS,M,2011,French Bulldog,10026,9/2/2016,9/2/2018
234019,RUBY,F,2005,Yorkshire Terrier,10460,7/28/2017,8/30/2018
260924,ZOE,F,2015,Chihuahua Crossbreed,10465,3/5/2018,1/28/2019
86895,HUDSON,M,2009,Unknown,10028,10/12/2016,10/30/2017
2110,MANNY,M,2014,Yorkshire Terrier,10034,1/14/2015,1/14/2016
32301,HENRI,M,2015,Siberian Husky,11201,1/9/2016,1/9/2017
224645,NAO,M,2014,Siberian Husky,11206,4/26/2017,4/26/2018
153029,BOOGIE,M,2016,Tibetan Spaniel,10128,4/5/2017,4/5/2018
115363,LULU,F,2015,Pug,10011,5/6/2016,5/6/2017
305233,ANGELICA,F,2013,Yorkshire Terrier,10016,12/2/2018,12/9/2019
209543,TUCKER,M,2013,Unknown,10028,1/20/2016,1/20/2021
263422,GATSBY,M,2017,Poodle Crossbreed,10065,3/16/2018,3/16/2019
149220,HUCKLEBERRY,M,2013,"Dachshund, Long Haired Miniature",11222,3/15/2017,5/1/2018
253551,SKIPPY,M,2005,Yorkshire Terrier,10017,1/23/2018,1/30/2019
143159,MASSIMILIANO,M,2016,Jack Russell Terrier,11207,2/8/2017,2/8/2018
284432,FREDERICH,M,2013,Shih Tzu,10306,7/18/2018,9/8/2019
276430,PARKER,M,2009,Unknown,10024,5/30/2018,7/12/2019
95496,ASHA,F,2005,English Springer Spaniel,11217,12/2/2016,12/2/2017
18442,TODDY,M,2014,Havanese,10018,7/27/2015,7/27/2016
192473,BLUE,M,2017,Siberian Husky,11572,10/8/2017,10/8/2018
41929,COOPER,M,2010,Unknown,10003,3/8/2016,4/7/2017
144790,LUCY,F,2016,Coton de Tulear,10023,2/21/2017,2/21/2018
37162,DELILAH,F,2013,Labrador Retriever Crossbreed,11215,2/9/2016,2/9/2017
162986,ELLY,F,2005,Unknown,10023,5/30/2017,6/21/2018
21432,SAMANTHA,F,2008,Maltese Crossbreed,10451,8/29/2015,8/29/2017
123473,DARCY,F,2008,Unknown,10011,8/3/2016,8/12/2017
133602,PEANUT,F,2005,Poodle Crossbreed,11215,11/16/2016,11/16/2018
274762,SUSHI,F,2017,Pug,10451,5/19/2018,5/19/2019
186522,HAVANESE,M,2017,Havanese,11222,9/12/2017,9/12/2018
242071,BEASLEY,F,2008,Labradoodle,10014,10/9/2017,11/24/2018
53215,JOEY,M,2009,Shiba Inu,10019,5/4/2016,6/19/2016
227635,JACKSON,M,2017,Shiba Inu,10002,5/28/2017,5/28/2018
210337,LAILA,F,2013,Shih Tzu,11233,4/2/2016,4/2/2018
10875,DAISY,F,2013,Unknown,11220,5/1/2015,4/8/2016
197723,BUSTELO,M,2017,Labradoodle,10002,11/5/2017,11/5/2018
102077,GLORIA,F,2010,Beagle,10038,5/15/2015,6/16/2020
225443,LEXI,F,2013,German Shepherd Dog,11365,5/4/2017,6/10/2019
274357,DYLAN,M,2013,Labradoodle,10024,5/17/2018,2/27/2020
31622,ARTEMIS,M,2013,Chihuahua,10033,1/4/2016,2/17/2017
447,LOLA,F,2011,Chihuahua,10128,10/24/2014,11/4/2017
85916,TEAHUPOO,M,2015,Coton de Tulear,11249,10/5/2016,8/27/2017
51375,SILVER,F,2013,Miniature Schnauzer,11379,4/25/2016,6/2/2017
98994,MONICA,F,2015,Pomeranian,11369,12/26/2016,11/12/2017
148288,PARKER,M,2008,Belgian Sheepdog,10024,3/10/2017,2/11/2018
64113,CHISPA,F,2011,Chihuahua,10029,6/24/2016,6/10/2017
4924,LULA,F,2011,Unknown,11235,2/23/2015,3/23/2016
23264,CARAMELO,M,2013,Chihuahua,10029,9/22/2015,9/22/2016
88769,ANGEL,M,2006,Poodle Crossbreed,11218,10/20/2016,11/29/2017
253153,JUSTICE,M,2016,American Pit Bull Terrier/Pit Bull,11368,1/20/2018,1/20/2019
303370,LAYLA,F,2015,Labrador Retriever Crossbreed,11109,11/17/2018,9/10/2020
39867,LULU,F,2011,Dachshund Smooth Coat Miniature,11372,2/25/2016,3/3/2017
268436,SANTINO,M,2012,Dachshund Smooth Coat Miniature,10306,4/14/2018,5/20/2019
206090,PHANTOM,M,2008,Shih Tzu,11234,12/28/2017,12/7/2018
213356,BARKLEY,M,2014,Golden Retriever,10310,9/3/2016,9/3/2018
239271,BAMBAM,M,2013,Yorkshire Terrier,11208,9/12/2017,9/12/2018
180699,MALCOLM,M,2011,Labrador Retriever Crossbreed,11414,8/17/2017,8/17/2018
128318,MASON,M,2006,Unknown,11375,9/19/2016,8/30/2017
221705,LUNA,F,2015,Maltipoo,10456,3/26/2017,3/26/2018
243282,MINKA,M,2013,Yorkshire Terrier,11216,10/21/2017,9/22/2019
158510,SUZIE,F,2015,American Pit Bull Mix / Pit Bull Mix,11209,5/6/2017,5/6/2018
50892,RUGBY,M,2013,"Schnauzer, Miniature",10011,4/23/2016,6/9/2017
175299,TONY,M,2016,Unknown,11434,7/25/2017,7/25/2018
152871,DEXTER,M,2016,Yorkshire Terrier,11221,4/4/2017,4/4/2018
261465,MICKEY,M,2011,Papillon,11214,3/6/2018,4/27/2019
280124,TOM,M,2006,Rottweiler,11426,6/20/2018,7/30/2019
300007,LENNY,M,2015,Chihuahua Crossbreed,10023,10/26/2018,10/3/2023
163313,SANDY,F,2005,Unknown,11412,5/31/2017,5/30/2018
99072,MOZART,M,2006,Havanese,10027,12/26/2016,2/4/2018
92969,MIKKI,M,2005,Pekingese,10473,11/15/2016,11/29/2017
238188,CHAMCHI,F,2005,Maltese Crossbreed,10009,9/2/2017,9/2/2018
79895,TOBY,M,2010,Miniature Pinscher,10459,9/7/2016,9/7/2017
109706,YOGI,M,2014,Yorkshire Terrier,10459,3/5/2016,3/5/2018
115177,ENZO,M,2012,Bichon Frise,11201,5/5/2016,3/20/2017
50331,MIA,F,2006,Maltese,11375,4/20/2016,5/1/2017
302506,LUCKY,M,2016,Yorkshire Terrier,11207,11/11/2018,11/11/2019
288600,BUDDY,M,2014,German Shepherd Dog,11422,8/10/2018,9/1/2019
142817,LUCA,F,2008,Yorkshire Terrier,10005,2/6/2017,5/4/2017
253032,OLIVIA,F,2016,American Pit Bull Mix / Pit Bull Mix,11220,1/19/2018,1/19/2019
96957,ABBIE,F,2016,Pointer,10023,12/10/2016,12/10/2017
302378,CORI,F,2017,Jindo,11217,11/10/2018,11/12/2019
198630,UNKNOWN,M,2017,Shih Tzu,10304,11/12/2017,11/12/2018
166553,TRUFFLES,F,2013,Beagle,11201,6/14/2017,6/14/2018
20545,MOLLY,F,2005,Shih Tzu,11235,8/18/2015,8/18/2017
56802,CHASE,M,2013,Golden Retriever,11203,5/19/2016,1/11/2018
70557,OSCAR,M,2006,Boston Terrier,10011,7/22/2016,8/31/2017
172343,TRUTH,F,2009,"Pointer, German Shorthaired",10312,7/13/2017,8/11/2018
141011,CHARLOTTE,F,2008,Cavalier King Charles Spaniel,10029,1/25/2017,2/24/2018
138505,LEXI,F,2011,Labrador Retriever,11229,1/6/2017,1/27/2018
214652,SHAI,F,2013,"Poodle, Toy",10471,11/17/2016,1/8/2022
153584,NUALA,F,2007,Unknown,11216,4/9/2017,4/4/2018
285250,ELLIE,F,2014,Labrador Retriever,11106,7/23/2018,7/4/2019
42403,ODYSSEUS,M,2014,American Pit Bull Mix / Pit Bull Mix,11210,3/11/2016,3/11/2017
135002,ELTON,M,2008,Yorkshire Terrier,10018,12/3/2016,1/21/2018
285880,NORMAN,M,2006,Beagle,10309,7/26/2018,4/27/2019
298107,ALICE,F,2008,Chihuahua,10023,10/14/2018,10/26/2019
65402,BEBA,F,2005,Unknown,11201,6/30/2016,3/30/2017
115745,REBECCA,F,2006,Yorkshire Terrier,10463,5/11/2016,5/14/2017
128638,MAGGIE,F,2014,"Bull Dog, English",10010,9/22/2016,9/22/2017
232996,BUDDY,M,2010,Lhasa Apso,10039,7/19/2017,7/19/2018
221860,PARIS,F,2005,Chihuahua,11228,3/28/2017,4/29/2018
29291,DOLLY,F,2013,German Shepherd Crossbreed,11215,12/9/2015,12/30/2016
232140,JOSIE,F,2007,Australian Shepherd,11237,7/12/2017,7/12/2019
222929,TOBY,M,2014,"Schnauzer, Standard",11206,4/8/2017,4/8/2018
134445,RUFUS,M,2010,Unknown,10032,11/27/2016,9/27/2017
294431,LUCY,F,2012,Basset Hound,10312,9/18/2018,8/27/2019
72511,LINCOLN,M,2016,Chihuahua,11356,8/1/2016,8/1/2017
116920,BRUNO,M,2009,Miniature Pinscher,10019,5/23/2016,5/23/2017
220046,EMMY,F,2007,Yorkshire Terrier,10021,3/6/2017,3/16/2018
109078,NAME NOT PROVIDED,M,2015,Poodle Crossbreed,11365,2/26/2016,2/26/2017
77395,MCALISTER,M,2009,Yorkshire Terrier,10013,8/23/2016,8/23/2019
302228,COLIN,M,2012,Shih Tzu,11249,11/9/2018,12/19/2019
208652,ZEUS,M,2011,American Pit Bull Mix / Pit Bull Mix,11385,9/15/2015,8/15/2018
17646,MADISON,F,2005,Cavalier King Charles Spaniel,10023,7/18/2015,8/6/2016
255425,PINA,F,2017,Yorkshire Terrier,11221,2/3/2018,2/3/2019
182213,BANDIDO,M,2008,"Poodle, Standard",10472,8/25/2017,9/3/2018
140311,NATASHA,F,2012,American Pit Bull Mix / Pit Bull Mix,10459,1/19/2017,1/19/2018
288924,LOKI,M,2016,Siberian Husky Crossbreed,11358,8/13/2018,8/15/2019
238393,CRICKET/OREO,F,2012,Unknown,11203,9/5/2017,8/8/2019
158149,CHARLIE,M,2010,Bernese Mountain Dog,11206,5/4/2017,10/29/2018
275835,SPANKY,M,2008,Chihuahua,10306,5/25/2018,6/21/2019
115638,SUNNY,M,2011,Unknown,10309,5/11/2016,6/3/2017
147116,MURPHY,M,2015,Havanese,10312,3/5/2017,3/29/2018
43232,GEORGE,M,2015,Chihuahua Crossbreed,11377,3/15/2016,3/15/2017
287454,OREO,M,2008,Shih Tzu,11229,8/3/2018,9/17/2019
305435,BUSTER,M,2006,Maltese,11360,12/3/2018,10/29/2019
262259,LYNNE,F,2014,Labrador Retriever,10471,3/11/2018,3/11/2020
181530,SWOOZY,F,2017,Labrador Retriever Crossbreed,10454,8/22/2017,8/22/2018
218838,PEANUT,F,2015,American Pit Bull Mix / Pit Bull Mix,11234,2/21/2017,2/21/2018
136068,FONDUE,M,2011,Chihuahua Crossbreed,10310,12/14/2016,12/14/2017
129011,COOPER,M,2016,Australian Shepherd,10001,9/27/2016,9/27/2017
177552,LAYLA,F,2006,Unknown,11221,8/3/2017,7/24/2018
241201,JESTER,M,2005,Beagle,10128,9/29/2017,9/29/2018
84188,LOUIE,M,2011,Yorkshire Terrier,11209,9/27/2016,11/12/2017
159962,NAME,M,2017,Yorkshire Terrier,11207,5/14/2017,5/14/2018
97939,MILLIE,F,2014,"Jindo Dog, Korea",11201,12/17/2016,12/17/2017
259516,SOPHIA,F,2012,Yorkshire Terrier,10007,2/26/2018,3/7/2019
211744,KIKI,F,2009,Chihuahua,10001,6/26/2016,6/26/2019
266068,GEUMBI,F,2016,"Welsh Corgi, Pembroke",11106,4/2/2018,4/2/2019
163001,BABY,F,2013,German Shepherd Dog,11208,5/30/2017,5/3/2018
164525,LENNIE,M,2012,Bassett Hound,10025,6/5/2017,7/28/2018
9574,PIERRE,M,2012,French Bulldog,10463,4/20/2015,4/20/2016
99011,HOLLY,F,2016,Shih Tzu,10312,12/26/2016,12/26/2017
70287,ROCKY,M,2012,American Staffordshire Terrier,11204,7/21/2016,7/21/2017
34143,RUDY,F,2008,Unknown,10021,1/21/2016,3/12/2018
93687,CECILIA,F,2005,Unknown,10021,11/18/2016,12/30/2017
159592,BAILEY,F,2017,Barbet,11206,5/12/2017,5/12/2018
54894,LUKE,M,2015,"Poodle, Toy",11354,5/12/2016,5/12/2017
114879,LAIKA,F,2016,Border Collie,10009,5/1/2016,5/1/2018
237432,NAME NOT PROVIDED,M,2017,Poodle,11377,8/25/2017,8/25/2018
121803,UNKNOWN,M,2016,Maltese,11417,7/18/2016,7/18/2017
250260,LOLA,F,2016,German Shepherd Crossbreed,10461,12/31/2017,12/15/2018
157468,BELLA,F,2012,Yorkshire Terrier,11206,5/1/2017,5/1/2018
67818,SNOWIE,F,2013,Maltese,10461,7/12/2016,8/25/2017
155637,VIPER,M,2007,Chihuahua,10460,4/21/2017,4/13/2018
151032,BELLA,F,2005,Chihuahua,11357,3/27/2017,3/29/2018
257347,LEXI,F,2017,Boston Terrier,11414,2/13/2018,2/13/2019
184364,DEXTER,M,2012,American Staffordshire Terrier,11201,9/5/2017,9/29/2018
165893,TINKERBELL,F,2009,American Pit Bull Terrier/Pit Bull,10308,6/12/2017,5/15/2018
275815,LUNA,F,2017,Terrier mix,11238,5/25/2018,5/21/2019
58621,GORDON,M,2007,German Shepherd Crossbreed,11434,5/30/2016,4/7/2017
114204,NAME NOT PROVIDED,M,2016,Puggle,11207,4/24/2016,4/24/2017
283690,JUNIPER,F,2017,Chihuahua,11222,7/14/2018,7/14/2019
155471,DIESEL,M,2008,American Pit Bull Terrier/Pit Bull,11206,4/20/2017,4/20/2018
234225,BOOBALAH,F,2007,Belgian Malinois,11209,7/30/2017,7/30/2018
125840,KIKI,F,2011,Unknown,11417,8/24/2016,7/17/2018
100588,BELLA,F,2012,Staffordshire Bull Terrier,10463,12/30/2014,12/30/2019
83227,COSMO,M,2008,Maltese,11412,9/21/2016,10/8/2017
7457,SAMSON,M,2014,Mastiff,11226,3/27/2015,3/27/2016
239034,PEANUT,M,2017,"Poodle, Toy",10029,9/10/2017,9/10/2018
52619,RUBY,F,2010,Yorkshire Terrier,11217,5/1/2016,5/1/2017
92442,LUNA,M,2016,Cavalier King Charles Spaniel,11215,11/12/2016,11/12/2017
229868,CLIPPER,M,2012,American Pit Bull Terrier/Pit Bull,11106,6/18/2017,1/22/2018
23038,ZOEY,F,2013,Wire Fox Terrier,11205,9/20/2015,7/22/2017
25291,HARLEY,F,2010,Unknown,10005,10/19/2015,11/1/2020
156680,ROCKY,M,2016,Chihuahua,11215,4/27/2017,4/27/2018
4333,SADIE,F,2010,German Shepherd Dog,10314,2/16/2015,3/2/2016
209326,ROCKY,M,2011,Labrador Retriever,10003,12/27/2015,12/27/2018
168887,PENNY,F,2006,Poodle Crossbreed,11235,6/26/2017,6/21/2018
38905,GIA,F,2009,"Bull Dog, English",11229,2/20/2016,4/7/2017
38092,BASTIAN,M,2014,Maltese Crossbreed,10467,2/15/2016,2/15/2017
97242,CHARLIE,M,2011,Puggle,10009,12/12/2016,12/19/2017
210905,NAME NOT PROVIDED,F,2015,Morkie,11356,4/29/2016,6/27/2021
180374,ROBIN,M,2005,"Poodle, Miniature",10065,8/16/2017,9/1/2018
34821,SADIE,F,2015,Golden Retriever,10010,1/26/2016,1/26/2017
134915,AURORA,F,2007,German Shepherd Crossbreed,11693,12/2/2016,1/24/2018
272110,ASTOR,M,2009,Cotton De Tulear,10016,5/4/2018,5/19/2019
34472,ZOEY,F,2007,German Shepherd Crossbreed,11206,1/24/2016,1/24/2017
48476,SOFIA,F,2009,Unknown,11414,4/11/2016,6/2/2019
12815,MADISON,F,2008,"Poodle, Toy",11215,5/22/2015,3/31/2017
58200,OLIVIA,F,2014,Golden Retriever,11375,5/26/2016,5/26/2017
