Number,Name,Gender,Birth,Breed,ZipCode,IssuedDate,ExpiredDate
21109,PAC,M,2012,American Pit Bull Terrier/Pit Bull,10031,8/25/2015,8/25/2016
195423,MARLEY,F,2017,Goldendoodle,11235,10/23/2017,10/23/2019
115680,CHIEF,M,2015,Scottish Terrier,11421,5/11/2016,5/11/2017
12507,YANKEE,M,2013,Golden Retriever,11694,5/19/2015,3/25/2018
36384,ANNIE,F,2012,Unknown,10309,2/4/2016,2/26/2017
194006,FRASIER,F,2009,Labrador Retriever Crossbreed,10022,10/16/2017,11/17/2018
243687,RAISINS,M,2017,Yorkshire Terrier,10467,10/25/2017,10/25/2018
142424,JORDAN,F,2016,French Bulldog,10025,2/3/2017,2/3/2018
10012,OLIVER,M,2011,Unknown,10012,4/23/2015,4/6/2016
263279,LUCY,F,2011,Beagle,11221,3/15/2018,3/5/2020
143856,ABBY,F,2006,Dalmatian,11420,2/14/2017,2/28/2018
245626,GUS,F,2016,Pug Crossbreed,11238,11/15/2017,11/15/2018
3647,BISCUIT,M,2005,"Welsh Corgi, Pembroke",11231,2/6/2015,2/6/2016
290625,PEPPER,F,2006,Pomeranian,11379,8/24/2018,9/29/2019
109392,EBONY,F,2009,Yorkshire Terrier,11205,3/1/2016,4/5/2017
61892,BOSCO,M,2013,Chihuahua,10024,6/14/2016,12/15/2018
7481,RUSTY,M,2009,Unknown,11232,3/27/2015,3/27/2020
57973,MINI,F,2013,Unknown,10312,5/25/2016,7/18/2017
290447,FINNEGAN,M,2013,Cavalier King Charles Spaniel,11234,8/23/2018,9/12/2019
29882,RUCKER,M,2015,Labrador Retriever,10009,12/15/2015,12/15/2016
251255,CASEY,F,2015,Beagle Crossbreed,10010,1/8/2018,1/8/2019
279172,PRINCESS,F,2014,American Pit Bull Terrier/Pit Bull,11231,6/14/2018,6/14/2019
44413,WILLOUGHBY,M,2015,English Toy Spaniel,10028,3/22/2016,3/22/2017
205309,PEPPER,F,2014,Boston Terrier,10027,12/22/2017,2/11/2019
293939,SOSA,M,2016,Unknown,11226,9/15/2018,9/15/2019
129800,MAXIMUS,M,2015,German Shepherd Dog,11417,10/5/2016,10/5/2017
162267,ZOEY,F,2016,Havanese,10028,5/25/2017,5/25/2018
229810,LUCKY,M,2016,Shih Tzu,11372,6/18/2017,6/18/2022
294915,MAGNUS,M,2011,Siberian Husky,11362,9/21/2018,10/2/2019
153098,JOJO,M,2016,Dachshund,11104,4/5/2017,4/5/2018
176848,TROOPER,M,2012,"Collie, Border",10014,8/1/2017,8/1/2018
186715,FRENCH,M,2017,French Bulldog,10464,9/13/2017,9/13/2018
215467,TANYA,F,2012,Labrador Retriever Crossbreed,10028,1/2/2017,1/12/2019
117783,UNKNOWN,F,2016,Maltese,11249,6/4/2016,6/4/2017
87686,LIZA,F,2015,Harrier,11217,10/16/2016,10/16/2021
94887,CHESTER,M,2016,Shih Tzu,11372,11/28/2016,11/28/2017
216887,SKYE,F,2015,American Pit Bull Mix / Pit Bull Mix,11361,1/23/2017,1/23/2018
39144,BONES,M,2013,Cavalier King Charles Spaniel,10128,2/21/2016,2/1/2018
37272,SKYE,F,2014,Unknown,10012,2/10/2016,2/10/2017
72543,LUCY,F,2009,Labradoodle,10128,8/2/2016,8/26/2017
190541,HUDINI,M,2007,Unknown,10003,9/27/2017,10/22/2018
97149,TOBIN,F,2012,Unknown,11218,12/12/2016,12/7/2017
134731,MOLLY,F,2006,American Pit Bull Mix / Pit Bull Mix,10010,11/30/2016,1/12/2020
293590,ROSE,F,2015,Australian Cattledog,11375,9/13/2018,8/30/2019
187933,REESES,M,2012,Puggle,10002,9/16/2017,2/7/2018
194103,FIONA,F,2007,Chihuahua,10028,10/16/2017,4/22/2019
211673,COCO,F,2015,Yorkshire Terrier Crossbreed,10461,6/23/2016,6/23/2018
37586,PABLO,M,2012,Maltese,11220,2/12/2016,4/5/2017
125599,SOFIE,F,2010,Terrier mix,11103,8/22/2016,8/22/2017
115051,BLUE,M,2014,"Bull Dog, American",11206,5/3/2016,5/3/2017
2697,CAGNEY,M,2012,Havanese,11385,1/22/2015,2/11/2016
23999,RUBY,F,2015,Boxer,11415,10/2/2015,10/2/2016
7830,DEXTER,M,2012,Dachshund Smooth Coat,10011,3/31/2015,4/2/2017
60982,CAGNEY,M,2010,Shih Tzu,11236,6/10/2016,4/25/2017
285503,CHI,M,2008,Tibetan Terrier,10028,7/24/2018,8/7/2019
263709,,M,2017,Pomeranian,10016,3/18/2018,3/18/2019
97687,LULU,F,2013,Chihuahua,11218,12/15/2016,1/14/2018
304778,HANK,M,2009,American Pit Bull Mix / Pit Bull Mix,11211,11/29/2018,9/29/2019
65801,NOBLE,M,2009,Unknown,10455,7/1/2016,7/26/2017
306956,LUCKY,M,2005,Havanese,10025,12/14/2018,12/30/2019
103642,WALTER,M,2007,Border Terrier,10014,8/31/2015,8/31/2017
256394,SAWYER,M,2016,Wirehaired Pointing Griffon,10019,2/9/2018,2/9/2019
103390,PEANUT,M,2013,Maltese,10012,8/11/2015,5/1/2017
156489,PEEKO,M,2006,Boston Terrier,10305,4/26/2017,4/29/2018
221747,GIZMO,M,2009,Chihuahua Crossbreed,10312,3/27/2017,3/27/2018
275889,DAVE,M,2013,Chihuahua Crossbreed,10019,5/26/2018,7/9/2019
210931,LILY,F,2015,"Poodle, Toy",10021,5/1/2016,5/1/2018
136553,BONO,M,2015,Jack Russell Terrier,11201,12/18/2016,12/18/2018
15507,CONNA,F,2010,Beagle,10009,6/23/2015,6/29/2016
195287,BRUCE,M,2009,Cavalier King Charles Spaniel,11429,10/23/2017,12/13/2018
78097,NO,M,2016,Shih Tzu,10458,8/28/2016,8/28/2017
188106,BALTHAZAR,M,2011,American Pit Bull Mix / Pit Bull Mix,11435,9/17/2017,9/17/2018
250370,ANDY,M,2013,Pointer,11221,1/1/2018,2/11/2019
204345,GREYHAME,M,2014,Shih Tzu,10009,12/15/2017,12/15/2018
276973,GEOFFREY,M,2010,Cairn Terrier,11368,6/2/2018,7/11/2019
186899,DACHSHUND,M,2017,Dachshund,11226,9/13/2017,9/13/2018
122332,ZORRO,M,2008,Yorkshire Terrier,10028,7/22/2016,7/22/2017
235028,LIBBY,F,2016,Golden Retriever,11215,8/5/2017,8/5/2019
169712,TROY,M,2017,Italian Greyhound,10016,6/30/2017,6/30/2019
136451,GOOBER,M,2016,Pug,11101,12/17/2016,12/17/2017
226626,SHANTI,F,2015,German Shepherd Dog,11377,5/17/2017,5/17/2018
79305,UNKNOWN,F,2016,Maltese Crossbreed,10069,9/3/2016,9/3/2017
51729,BONNIE,F,2008,Australian Shepherd,10128,4/27/2016,3/24/2017
118844,LOVE,F,2012,Maltese,10026,6/16/2016,6/16/2018
29921,MAX,M,2012,Yorkshire Terrier,11212,12/16/2015,1/22/2017
147264,WYATT,M,2010,Pointer,10467,3/6/2017,1/26/2018
267673,BEBE,M,2011,"Schnauzer, Miniature",10024,4/10/2018,4/12/2019
204361,WANDA,F,2011,Shih Tzu,10028,12/15/2017,12/15/2018
113540,TOBI,M,2016,Yorkshire Terrier Crossbreed,11420,4/18/2016,4/18/2017
100972,DIPPER,F,2012,Shiba Inu,11217,2/21/2015,2/21/2018
162005,BELLA,F,2012,Yorkshire Terrier,11236,5/24/2017,5/24/2018
272754,GEORGIE,F,2017,Wheaton Terrier,11249,5/8/2018,5/8/2019
239975,BUTTONS,F,2013,Shih Tzu Crossbreed,10019,9/17/2017,9/17/2018
170206,NAZAROVA,M,2017,Chihuahua,11235,7/2/2017,7/2/2018
246163,SAMMY,M,2008,Unknown,10026,11/21/2017,1/15/2020
73345,MEMO,M,2008,"Poodle, Miniature",11203,8/5/2016,8/5/2019
173051,RILEY,M,2015,Beagle,10128,7/16/2017,8/30/2019
58718,ROMEO,M,2007,American Pit Bull Mix / Pit Bull Mix,10459,5/31/2016,7/28/2016
117242,BANJO,M,2012,"Schnauzer, Miniature",11237,5/28/2016,5/28/2018
78600,SOPHROSYNE,F,2016,Border Collie,10065,8/31/2016,8/31/2017
197272,DAISY,F,2014,Yorkshire Terrier,10306,11/2/2017,12/15/2018
146533,MURRAY,M,2007,Bichon Frise,10038,3/2/2017,2/25/2018
156706,REBECCA,F,2009,"Poodle, Standard",10473,4/27/2017,4/13/2018
105779,DRE,M,2015,American Pit Bull Terrier/Pit Bull,10013,1/8/2016,1/8/2017
250610,ATHENA,F,2016,Yorkshire Terrier,10451,1/3/2018,1/3/2019
163639,PERCY,M,2013,Labrador Retriever,11226,6/1/2017,4/11/2018
5787,HENDRIX,M,2012,Labrador Retriever,10016,3/6/2015,3/30/2016
222667,KING,M,2014,Shih Tzu Crossbreed,11434,4/5/2017,4/5/2018
254567,BERA,F,2013,Australian Cattledog,11372,1/29/2018,12/13/2018
20624,YOUK,M,2005,Beagle,11205,8/19/2015,8/19/2016
75423,ROSIE,F,2012,American Pit Bull Mix / Pit Bull Mix,10003,8/13/2016,8/13/2021
61307,JOHNNY,M,2013,American Staffordshire Terrier,10023,6/11/2016,6/11/2017
266384,MURPHY,M,2011,Terrier Crossbreed,10069,4/3/2018,4/3/2019
37204,MICHKA,M,2015,"Poodle, Toy",10016,2/10/2016,2/10/2017
43299,ROCK,M,2010,Boxer,11370,3/16/2016,3/16/2017
63978,SADIE,F,2010,Unknown,10128,6/23/2016,6/19/2017
142822,STERLING,F,2014,German Shepherd Dog,11206,2/6/2017,2/6/2018
189113,DELILAH,F,2012,Unknown,10022,9/20/2017,10/17/2018
21259,BEAR,M,2014,Australian Shepherd,11374,8/27/2015,9/11/2016
96901,METTRY,M,2016,Shih Tzu,10312,12/9/2016,12/9/2017
128737,JEFFREY,M,2005,German Shepherd Dog,11370,9/23/2016,8/30/2017
173729,SAMMI,F,2010,Havanese,10306,7/18/2017,7/27/2018
6461,ROSIE,F,2013,Brittany Spaniel,10282,3/16/2015,2/12/2020
247457,UNKNOWN,M,2008,Cocker Spaniel,11215,12/5/2017,12/5/2018
244670,ELLIE,F,2016,Golden Retriever,11201,11/4/2017,11/4/2018
108605,SAMMY,M,2010,Yorkshire Terrier,10460,2/20/2016,1/21/2017
226091,SUSIE,F,2014,Cavalier King Charles Spaniel,10005,5/12/2017,5/12/2018
24610,SILVER,M,2013,Unknown,10011,10/11/2015,11/5/2017
229980,POO-CHON,M,2017,Bichon Frise Crossbreed,10011,6/19/2017,6/19/2018
180592,UNKNOWN,M,2017,Golden Retriever,11220,8/17/2017,8/17/2018
174430,HAZEL,F,2015,American Pit Bull Terrier/Pit Bull,10460,7/21/2017,7/21/2019
132744,CHANEL,F,2016,Chihuahua,10305,11/6/2016,11/6/2017
121313,KING,M,2005,Cavalier King Charles Spaniel,11365,7/13/2016,7/13/2017
210020,MUÑECA,F,2013,"Poodle, Miniature",11368,3/7/2016,4/15/2019
291791,LOVEBUG,F,2010,Yorkshire Terrier,10025,9/2/2018,6/12/2019
164227,LEYLA,F,2009,American Pit Bull Terrier/Pit Bull,10314,6/4/2017,11/15/2017
270053,ADRIAN,F,2015,Shih Tzu Crossbreed,10021,4/23/2018,6/9/2019
263128,GABLE,M,2007,Yorkshire Terrier,11106,3/15/2018,3/25/2019
59267,MIMSY,F,2008,Maltipoo,11373,6/1/2016,6/1/2017
238292,LILLY,F,2010,Shih Tzu,11356,9/3/2017,10/28/2020
248077,MORLEY,F,2014,Boston Terrier,11205,12/10/2017,12/10/2018
8371,KUMA,M,2006,Unknown,10065,4/7/2015,4/29/2018
278281,ZIGGY,M,2013,Australian Shepherd,10009,6/10/2018,5/29/2019
15157,TOBY,M,2013,Yorkshire Terrier,11365,6/19/2015,6/22/2016
284183,BLINI,M,2016,Terrier mix,11101,7/17/2018,7/17/2019
12958,RUBY,F,2014,Chihuahua,10472,5/25/2015,5/25/2016
24151,VONNIE,M,2010,Unknown,11694,10/5/2015,10/22/2016
138712,MATTIE,F,2014,Labrador Retriever,10305,1/8/2017,2/14/2017
47327,DEMPSEE,F,2011,Australian Shepherd,10019,4/6/2016,5/17/2017
2748,BOBO,M,2005,Pug,11237,1/23/2015,2/28/2016
122356,CAROLINA,F,2016,Golden Retriever,10038,7/23/2016,7/23/2019
211500,LEO,M,2009,Unknown,10023,6/11/2016,7/2/2021
60593,LUCKY,M,2010,Shih Tzu,10003,6/9/2016,6/29/2017
71015,BEAR,F,2014,Shih Tzu Crossbreed,11222,7/25/2016,7/2/2017
147877,HAILEY,F,2013,American Pit Bull Terrier/Pit Bull,10312,3/8/2017,3/28/2018
31751,DUTCHESS,F,2015,Australian Cattle Dog,11219,1/5/2016,1/5/2017
150277,TOBY,M,2016,American Pit Bull Terrier/Pit Bull,11220,3/22/2017,3/22/2018
27881,LILY,F,2013,Shih Tzu,11372,11/22/2015,11/1/2016
303846,SONNY,M,2011,Boston Terrier,11230,11/21/2018,12/20/2019
241614,OLLIE,M,2012,Tibetan Spaniel,11106,10/4/2017,10/21/2019
46398,JUDY,F,2008,Miniature Pinscher,11226,4/1/2016,4/1/2017
83910,DEMBE,M,2016,Australian Shepherd,11372,9/25/2016,9/25/2017
38162,COOPER,M,2013,Havanese,10312,2/16/2016,4/5/2017
228894,HEIDI,F,2007,"Welsh Corgi, Pembroke",10024,6/9/2017,6/9/2018
97986,GOOBER,M,2016,Pug,11101,12/17/2016,12/17/2017
113390,LUCY,F,2005,Yorkshire Terrier,11215,4/16/2016,4/16/2017
203779,MACKY,M,2016,Siberian Husky,11374,12/12/2017,12/12/2019
162652,MARTINEZ,M,2017,Pomeranian,10457,5/27/2017,5/27/2018
124314,KNOX,M,2016,Golden Retriever,11418,8/10/2016,8/10/2021
81782,DANIEL,M,2008,Chihuahua,11204,9/16/2016,10/15/2017
306748,ROXY,F,2011,Beagle,11235,12/12/2018,11/22/2019
31713,OREO,F,2012,Unknown,10025,1/4/2016,2/10/2017
96979,BLANCO,M,2015,"Bull Dog, English",11365,12/10/2016,12/10/2017
289524,MIRANDA,F,2017,Unknown,11205,8/17/2018,8/17/2019
205270,BOWIE,F,2016,Terrier mix,10024,12/22/2017,12/22/2018
63159,ROCCO,M,2015,Shih Tzu,10308,6/19/2016,8/15/2017
294155,JAKE,M,2009,Cavalier King Charles Spaniel,10065,9/17/2018,10/5/2019
302995,LEO,M,2010,Pomeranian,10310,11/14/2018,11/14/2019
235197,KARA,F,2017,German Longhaired Pointer,11356,8/6/2017,8/6/2018
165033,PARKER,M,2016,Labrador Retriever,10007,6/7/2017,6/7/2018
83626,SAMSON,M,2015,Poodle Crossbreed,10016,9/23/2016,8/25/2017
297701,TAI,M,2015,Unknown,10302,10/11/2018,10/11/2019
41443,HASONG,M,2010,Bichon Frise,11220,3/5/2016,4/7/2017
44945,TITIANCRUBS,M,2014,Labrador Retriever Crossbreed,11420,3/24/2016,3/24/2017
109431,OZZIE,M,2012,Unknown,10016,3/1/2016,1/29/2017
125115,MAMBO,M,2008,Havanese,11377,8/17/2016,1/21/2017
175375,ADINA,F,2014,Canaan Dog,11367,7/26/2017,7/1/2019
127365,HARRY,M,2015,Terrier mix,11218,9/11/2016,9/11/2018
148584,LOU,M,2016,Poodle Crossbreed,11105,3/11/2017,3/11/2018
284628,TAZER,M,2015,American Pit Bull Terrier/Pit Bull,11004,7/19/2018,8/19/2019
287240,GINGER,F,2006,Unknown,10022,8/2/2018,8/30/2019
93466,LILA,M,2005,Unknown,10024,11/17/2016,12/30/2017
157801,TOSIEK,M,2010,Shiba Inu,11385,5/3/2017,6/12/2018
48652,HARLOW,F,2015,Cocker Spaniel,10128,4/12/2016,4/12/2017
218887,JUNIM,M,2015,Pomeranian Crossbreed,11373,2/22/2017,2/22/2018
280341,SHADOW,M,2005,Labrador Retriever Crossbreed,11385,6/21/2018,7/30/2019
200973,PUPPY,M,2017,Dachshund,10021,11/27/2017,11/27/2018
246301,CHLOE,F,2016,Maltipoo,11212,11/22/2017,9/22/2018
274042,OSKAR,M,2008,Chihuahua,11220,5/15/2018,6/28/2019
66535,ACE,M,2015,English Springer Spaniel,11417,7/6/2016,7/6/2017
275264,PANDA,M,2016,Unknown,11208,5/22/2018,5/22/2019
194604,CHLOE,F,2016,Shih Tzu,10303,10/19/2017,12/1/2018
271980,HUDOSN,M,2017,Dachshund Smooth Coat Miniature,11211,5/3/2018,5/2/2020
162618,BUGS,M,2017,Border Collie Crossbreed,11377,5/27/2017,5/27/2018
158669,RAMSAY,M,2013,Alaskan Malamute,11377,5/7/2017,5/7/2018
181954,CHANEL,F,2017,Shih Tzu,11234,8/23/2017,8/23/2018
188029,ZIGGY,M,2017,Terrier mix,11231,9/16/2017,9/16/2018
11420,NEO,M,2014,Bichon Frise,10009,5/8/2015,5/7/2017
62943,DAISY,F,2012,Unknown,10016,6/17/2016,7/30/2017
103420,JOSIE,F,2014,Wheaton Terrier,11358,8/14/2015,8/14/2020
36470,HIDALGO,M,2006,Chihuahua,10468,2/4/2016,11/4/2016
258490,LUNA,F,2017,"Schnauzer, Miniature Crossbreed",11385,2/20/2018,2/20/2021
202506,LOUIE,M,2015,Labrador Retriever Crossbreed,11215,12/5/2017,12/5/2018
191640,DJINN,F,2017,German Pinscher,11412,10/4/2017,10/4/2018
183108,QUEEN,F,2007,Yorkshire Terrier,11366,8/29/2017,8/29/2018
277660,TOBBY,M,2009,"Poodle, Toy",11224,6/6/2018,6/22/2019
230826,BABY,M,2006,Unknown,11374,6/28/2017,8/4/2019
250819,COCO,F,2017,Morkie,10031,1/4/2018,1/4/2019
71558,BABYJR,M,2012,American Pit Bull Terrier/Pit Bull,10025,7/27/2016,7/27/2017
186327,LILY,F,2017,Norwich Terrier,10025,9/12/2017,9/12/2018
52213,LOLA,F,2011,Jack Russell Terrier,10027,4/29/2016,4/29/2018
245358,SAMURAI,M,2008,Golden Retriever,10021,11/13/2017,11/9/2019
275084,GALAXXI,F,2009,Shih Tzu,10458,5/21/2018,5/21/2019
96945,AUGIE,M,2016,"Dachshund, Long Haired Miniature",10309,12/10/2016,12/10/2017
58454,SCOUT,F,2010,Wheaton Terrier,10014,5/29/2016,6/14/2017
82835,ROSIE,F,2014,Maltese,11361,9/20/2016,10/28/2017
137602,UNKNOWN,M,2016,Labrador Retriever Crossbreed,11238,12/29/2016,12/29/2017
81647,CHUBBY,M,2010,American Pit Bull Mix / Pit Bull Mix,11236,9/15/2016,10/8/2017
241150,BELLA,F,2009,German Shepherd Crossbreed,10461,9/28/2017,9/28/2018
23690,SIMONE,F,2009,Chihuahua Crossbreed,10025,9/28/2015,9/28/2020
175229,JONI,F,2016,Labrador Retriever Crossbreed,10011,7/25/2017,7/25/2018
83111,BUTTERS,M,2013,Shiba Inu,11249,9/21/2016,9/30/2021
29311,KANDY,F,2009,Unknown,11209,12/9/2015,1/13/2017
42955,MISHKIN,M,2006,Beagle,10021,3/14/2016,8/13/2016
271327,MOOSE,M,2009,American Pit Bull Terrier/Pit Bull,11374,4/30/2018,5/14/2019
137394,GOOFY,M,2016,Puggle,11368,12/28/2016,12/28/2017
216853,ROCKY,M,2015,Beagle,11101,1/22/2017,1/22/2022
104073,LUCKY,M,2012,Miniature Schnauzer,11367,10/3/2015,10/3/2018
228857,BLIZZARD,M,2016,Labrador Retriever,10128,6/8/2017,6/8/2019
178198,LOLA,F,2017,Shih Tzu,11224,8/7/2017,8/7/2018
241625,PEPINO,M,2013,Chihuahua,10002,10/4/2017,7/24/2018
18669,DENEROS,M,2008,Unknown,10451,7/30/2015,7/30/2016
130779,CHIPLET,F,2012,Unknown,10040,10/16/2016,12/3/2017
205575,NAME NOT PROVIDED,M,2017,Maltipoo,11413,12/26/2017,12/26/2018
99496,PERRITO,M,2012,Chihuahua,11214,12/28/2016,1/14/2018
261969,BUTTER,F,2012,American Pit Bull Terrier/Pit Bull,11238,3/9/2018,4/18/2019
93961,HOPE,F,2015,Poodle Crossbreed,10128,11/20/2016,1/7/2020
199050,DAISY,F,2009,Maltese,11223,11/14/2017,11/17/2018
32597,KATSU,M,2013,Shiba Inu,11362,1/11/2016,12/27/2016
97559,MAYA,F,2016,American Pit Bull Terrier/Pit Bull,11205,12/14/2016,12/14/2017
297302,TEDDY,M,2011,Wheaton Terrier,10301,10/9/2018,10/31/2019
54407,FETTI,M,2009,Miniature Schnauzer,11221,5/10/2016,1/5/2017
98096,HAZEL,F,2014,Dachshund,10025,12/18/2016,11/10/2018
1406,UNKNOWN,M,2014,Australian Shepherd,10468,1/2/2015,1/2/2016
142628,STANLEE,M,2012,Weimaraner,10314,2/5/2017,3/20/2018
235466,TANZO,M,2012,Unknown,11426,8/8/2017,7/18/2019
6362,SABLE,F,2010,Shih Tzu,11385,3/15/2015,3/11/2016
191909,LAILA,F,2010,Yorkshire Terrier,11385,10/5/2017,10/11/2018
286812,GRACIE,F,2012,Golden Retriever,10021,7/31/2018,9/10/2019
66734,PRINCE,M,2007,Maltese,11367,7/7/2016,7/9/2017
230734,WILMER,M,2017,Shih Tzu Crossbreed,10467,6/28/2017,6/28/2018
103541,BELLA,F,2008,Wheaton Terrier,10010,8/24/2015,7/27/2017
268458,LENA,F,2006,Unknown,11201,4/14/2018,5/30/2020
17059,MARTY,M,2008,Rhodesian Ridgeback,10009,7/10/2015,7/10/2016
3839,BOBEE,M,2012,Maltese,10458,2/9/2015,2/9/2016
38209,OMAR,M,2014,Poodle,10009,2/16/2016,2/16/2021
192320,LUCIUS,M,2016,Beagle,10025,10/7/2017,10/7/2018
292153,COSMO,M,2012,Shih Tzu,11214,9/4/2018,9/25/2019
291048,GRAVY,M,2007,"Bull Dog, French",10009,8/28/2018,10/11/2019
191231,GUSTAVO,M,2016,American Pit Bull Terrier/Pit Bull,11219,10/2/2017,10/2/2018
183559,JUNIOR,M,2010,Havanese,10312,8/31/2017,7/7/2018
33492,GALAXY,M,2013,American Pit Bull Terrier/Pit Bull,10473,1/15/2016,3/13/2017
47080,CARMELO,M,2015,Doberman Pinscher,11217,4/5/2016,4/5/2017
243241,MARLO,M,2015,Maltese,11236,10/21/2017,10/21/2018
265817,CLAPTON,M,2017,Brussels Griffon Crossbreed,11228,3/31/2018,3/31/2019
274653,PANCAKES,F,2017,Shih Tzu,11362,5/19/2018,5/19/2019
98606,SLASH,M,2006,American Pit Bull Mix / Pit Bull Mix,10468,12/21/2016,12/21/2017
92185,ROCKY,M,2010,Cocker Spaniel,10303,11/10/2016,10/20/2017
52521,FLASH,M,2015,Shih Tzu,11368,4/30/2016,4/30/2017
111090,KEUM,F,2012,Jindo,11365,3/22/2016,3/22/2017
130280,SASHA,F,2016,Miniature Pinscher,10305,10/11/2016,10/11/2017
209878,KODY,M,2012,Akita Crossbreed,11214,2/22/2016,2/22/2019
81773,CHI,F,2016,Chihuahua Crossbreed,10465,9/16/2016,9/16/2017
290329,A.J.,M,2005,Puggle,10308,8/23/2018,7/30/2019
180569,TUPPY,F,2007,Labradoodle,10014,8/17/2017,8/25/2018
176550,RUSTY,M,2017,Shih Tzu,10314,7/31/2017,7/31/2018
112517,LEXI,F,2014,Siberian Husky,11221,4/7/2016,3/6/2017
243985,OLIVER,M,2017,Poodle Crossbreed,10003,10/28/2017,10/28/2018
180522,LILY,F,2007,Boston Terrier,10312,8/17/2017,9/29/2018
287908,MAX,M,2013,Yorkshire Terrier,11217,8/6/2018,8/31/2019
70715,MIRIAM,F,2013,Labrador Retriever,11230,7/23/2016,9/22/2018
85539,LUNA,F,2014,Unknown,10028,10/3/2016,10/3/2017
56880,BELLA,F,2016,Havanese,10304,5/19/2016,5/19/2017
165428,SNOWBALL,F,2009,Maltese,11365,6/10/2017,6/10/2019
307387,SHIBA,F,2017,Shiba Inu,11222,12/17/2018,2/9/2020
113920,LILY,F,2008,Boston Terrier,10065,4/20/2016,4/3/2021
255964,COOKIE,F,2010,Unknown,11379,2/7/2018,3/1/2019
290588,CHEWBACCA,M,2009,Labrador Retriever,10010,8/24/2018,9/20/2020
139912,ROCKY,M,2016,American Pit Bull Mix / Pit Bull Mix,11236,1/17/2017,1/17/2018
174998,VALENTINE,F,2014,American Pit Bull Terrier/Pit Bull,10458,7/24/2017,8/5/2018
294670,SASHA,F,2016,Poodle Crossbreed,10009,9/20/2018,11/5/2019
87415,SNOW,F,2006,Bichon Frise,11214,10/14/2016,4/16/2021
31705,DAISY,F,2009,Unknown,10001,1/4/2016,2/22/2017
279416,GRUNT,F,2005,Pug,11237,6/15/2018,5/23/2019
194700,PAM,F,2017,Labrador Retriever Crossbreed,11223,10/19/2017,10/19/2018
282337,MISHA,F,2016,Siberian Husky,10010,7/5/2018,7/5/2019
170729,NILS,M,2011,Unknown,10024,7/5/2017,7/16/2018
306873,MAX,M,2008,Beagle,11101,12/13/2018,1/14/2020
23605,UNKNOWN,M,2015,Cocker Spaniel,10001,9/27/2015,9/27/2016
308964,GRIFF,M,2012,Yorkshire Terrier Crossbreed,11201,12/31/2018,1/24/2020
143292,HUDSON,M,2009,Golden Retriever,10025,2/10/2017,3/15/2018
218163,UNKNOWN,M,2016,Pomeranian,10003,2/10/2017,2/10/2018
142289,SAHARA,F,2006,Puggle,11429,2/3/2017,4/29/2018
52766,SCOUT,M,2009,Unknown,10010,5/2/2016,6/10/2018
294061,LAMBCHOP,F,2010,Bichon Frise Crossbreed,10033,9/16/2018,9/16/2023
173949,PEPE,M,2009,Poodle,10458,7/19/2017,8/9/2018
130908,FERN,F,2013,Unknown,11221,10/18/2016,11/26/2017
283782,LILI,F,2017,Pomeranian,11368,7/15/2018,9/4/2019
293928,RICO,M,2013,American Pit Bull Mix / Pit Bull Mix,10469,9/15/2018,7/21/2019
41151,TEDDY,M,2012,Shih Tzu Crossbreed,10308,3/3/2016,4/19/2017
298117,SHADOW,M,2012,American Pit Bull Mix / Pit Bull Mix,10310,10/14/2018,10/14/2021
110210,NAME NOT PROVIDED,M,2015,Jack Russell Terrier,11374,3/11/2016,3/11/2017
84211,COURAGE,M,2014,Unknown,11206,9/27/2016,9/3/2017
234580,BENNY,M,2016,Poodle,11215,8/1/2017,8/1/2018
56255,HAMILTON,M,2014,"Welsh Corgi, Pembroke",10036,5/17/2016,5/17/2019
298788,CINNAMON,F,2016,Yorkshire Terrier,11226,10/18/2018,10/18/2019
12985,UNKNOWN,F,2015,Pomeranian,11201,5/26/2015,5/26/2016
62485,COOKIE,M,2012,Unknown,10036,6/16/2016,8/6/2017
110786,MADELINE,F,2008,"Schnauzer, Miniature",10028,3/17/2016,2/11/2017
150944,MAX,M,2015,"Poodle, Toy",10012,3/27/2017,4/16/2018
53794,ROCKY,M,2015,"Dachshund, Long Haired",11219,5/6/2016,5/6/2018
198881,SABRE,F,2016,American Pit Bull Terrier/Pit Bull,10025,11/13/2017,11/13/2018
268623,BENJI,M,2011,Yorkshire Terrier Crossbreed,10307,4/15/2018,4/15/2023
97600,STANLEY,M,2013,Parson Russell Terrier,11379,12/14/2016,1/2/2018
173170,JACK,M,2013,Pug,11101,7/17/2017,7/17/2022
290070,IVANA,F,2011,Puggle,11355,8/21/2018,8/31/2019
17706,KENYA,F,2015,Golden Retriever,10013,7/19/2015,7/19/2016
288072,JACK,M,2009,German Shepherd Dog,10011,8/6/2018,8/19/2019
269215,SHADOW,M,2011,"Collie, Smooth Coat",10310,4/18/2018,6/7/2019
220652,ASTRID,F,2016,Chihuahua,10012,3/13/2017,3/13/2018
218487,MADDIE,F,2011,"Bull Dog, English",10280,2/16/2017,2/16/2018
16768,BAXTER,M,2011,Terrier mix,11249,7/7/2015,7/7/2018
292922,BROOK,F,2014,Shiba Inu,11205,9/10/2018,9/10/2019
145579,RIPLEY,F,2011,Boxer,10306,2/25/2017,10/10/2018
74145,MAX,M,2008,Pomeranian,10309,8/8/2016,7/29/2018
61857,BENTLEY,F,2011,Havanese,10022,6/14/2016,7/27/2017
155667,MADELINE,F,2016,Coton de Tulear,10009,4/22/2017,4/22/2018
